Overall Credit Risk Score,Months Since First Credit Account,Average Age of Credit Accounts,Number of Well-Maintained Accounts,Percentage of Accounts Never Late,Months Since Last Missed Payment,Percentage of Installment vs Revolving Loans,Time Since Last Credit Application,Credit Utilization Ratio,Number of Active Credit Cards/Lines,Loan Repaid
65.0,101.0,25.0,7.0,100.0,21.879546809779367,50.0,0.0,35.0,2.0,0
59.0,187.0,62.0,17.0,80.0,50.0,20.0,20.0,69.0,9.0,0
75.0,285.0,111.0,10.0,100.0,21.879546809779367,40.0,13.0,96.0,4.0,1
70.0,281.0,77.0,26.0,92.0,34.0,35.0,2.4777188328912465,55.0,5.0,1
61.0,93.0,41.0,29.0,100.0,21.879546809779367,20.0,1.0,39.0,10.0,0
56.0,91.0,53.0,35.0,94.0,9.0,20.0,0.0,59.0,11.0,0
91.0,451.0,201.0,9.0,100.0,21.879546809779367,11.0,0.0,1.0,4.0,1
66.0,8.0,4.0,1.0,100.0,21.879546809779367,33.0,2.0,45.0,1.0,0
77.0,177.0,59.0,41.0,100.0,21.879546809779367,9.0,0.0,3.0,8.0,1
85.0,297.0,104.0,23.0,100.0,21.879546809779367,26.0,0.0,3.0,3.0,1
88.0,397.0,122.0,26.0,100.0,21.879546809779367,0.0,0.0,9.0,4.0,1
72.0,218.0,72.0,25.0,88.0,33.0,52.0,0.0,82.0,2.0,1
70.0,189.0,112.0,25.0,100.0,21.879546809779367,28.0,0.0,86.0,9.0,0
77.0,233.0,56.0,24.0,96.0,12.0,8.0,0.0,33.0,2.0,0
85.0,251.0,80.0,45.0,98.0,43.0,17.0,0.0,3.0,2.0,1
88.0,203.0,115.0,13.0,100.0,21.879546809779367,23.0,0.0,0.0,1.0,1
68.0,141.0,62.0,26.0,93.0,15.0,11.0,0.0,39.0,5.0,0
82.0,333.0,107.0,44.0,100.0,21.879546809779367,34.0,0.0,6.0,6.0,1
71.0,308.0,113.0,32.0,100.0,21.879546809779367,34.0,0.0,23.0,5.0,1
76.0,98.0,58.0,15.0,69.0,6.0,44.0,0.0,2.0,2.0,0
68.0,353.0,131.0,10.0,50.0,20.0,40.0,0.0,27.0,2.0,0
78.0,361.0,115.0,24.0,100.0,21.879546809779367,44.0,0.0,17.0,4.0,1
85.0,216.0,89.0,14.0,100.0,21.879546809779367,33.0,0.0,25.0,2.0,1
74.0,263.0,87.0,29.0,100.0,21.879546809779367,41.0,0.0,31.0,6.0,1
64.0,128.0,55.0,15.0,75.0,7.0,31.0,0.0,53.0,2.0,0
70.0,153.0,93.0,16.0,94.0,16.0,44.0,0.0,70.0,4.0,0
79.0,282.0,78.0,45.0,100.0,21.879546809779367,23.0,0.0,9.0,1.0,1
83.0,294.0,110.0,22.0,86.0,16.0,45.0,0.0,1.0,2.0,1
80.0,400.0,123.0,34.0,100.0,21.879546809779367,47.0,0.0,5.0,3.0,1
88.0,176.0,72.0,13.0,100.0,21.879546809779367,31.0,0.0,4.0,1.0,1
77.0,68.0,31.0,7.0,100.0,21.879546809779367,14.0,0.0,0.0,0.0,1
83.0,205.0,105.0,7.0,100.0,21.879546809779367,86.0,2.4777188328912465,34.857718120805366,4.102110138960371,1
79.0,275.0,91.0,13.0,86.0,6.0,29.0,6.0,0.0,1.0,1
78.0,77.0,37.0,11.0,100.0,21.879546809779367,36.0,2.4777188328912465,37.0,4.0,1
55.0,106.0,51.0,18.0,76.0,2.0,57.0,3.0,22.0,4.0,1
59.0,307.0,201.0,6.0,63.0,16.0,25.0,2.4777188328912465,52.0,3.0,1
68.0,218.0,88.0,25.0,82.0,6.0,50.0,1.0,49.0,3.0,1
72.0,391.0,95.0,15.0,87.0,19.0,27.0,2.4777188328912465,30.0,8.0,1
76.0,115.0,60.0,25.0,100.0,21.879546809779367,27.0,0.0,14.0,5.0,1
62.0,275.0,87.0,27.0,90.0,30.0,33.0,1.0,57.0,7.0,1
88.0,385.0,159.0,17.0,100.0,21.879546809779367,18.0,2.4777188328912465,9.0,3.0,1
76.0,393.0,112.0,40.0,100.0,21.879546809779367,12.0,2.0,20.0,10.0,1
69.0,345.0,89.0,30.0,100.0,21.879546809779367,19.0,9.0,45.0,8.0,0
72.0,172.0,76.0,23.0,96.0,12.0,36.0,0.0,22.0,3.0,1
61.0,289.0,64.0,18.0,89.0,8.0,39.0,4.0,73.0,4.0,0
81.0,442.0,201.0,10.0,100.0,21.879546809779367,0.0,2.4777188328912465,41.0,7.0,1
62.0,137.0,68.0,9.0,78.0,16.0,33.0,19.0,12.0,1.0,0
79.0,272.0,102.0,24.0,100.0,21.879546809779367,13.0,7.0,34.0,4.0,1
74.0,351.0,79.0,7.0,63.0,11.0,63.0,8.0,0.0,0.0,0
68.0,171.0,76.0,16.0,63.0,2.0,25.0,1.0,2.0,2.0,1
85.0,211.0,119.0,12.0,86.0,41.0,29.0,2.4777188328912465,5.0,4.0,1
68.0,299.0,135.0,24.0,96.0,25.0,29.0,5.0,55.0,8.0,0
62.0,341.0,87.0,12.0,93.0,2.0,14.0,7.0,56.0,6.0,0
83.0,190.0,102.0,32.0,97.0,52.0,19.0,2.0,2.0,2.0,1
90.0,176.0,103.0,10.0,100.0,21.879546809779367,10.0,2.4777188328912465,6.0,2.0,1
80.0,291.0,155.0,31.0,100.0,21.879546809779367,6.0,0.0,21.0,7.0,1
81.0,58.0,49.0,5.0,100.0,21.879546809779367,80.0,2.4777188328912465,14.0,1.0,1
59.0,170.0,66.0,25.0,69.0,2.0,15.0,4.0,39.0,8.0,0
62.0,343.0,154.0,16.0,60.0,28.0,20.0,0.0,59.0,4.0,0
77.0,159.0,61.0,27.0,100.0,21.879546809779367,6.0,0.0,10.0,7.0,0
66.0,387.0,174.0,13.0,80.0,26.0,40.0,1.0,38.0,4.0,0
80.0,268.0,96.0,41.0,98.0,46.0,41.0,2.0,7.0,2.0,1
74.0,197.0,93.0,49.0,100.0,21.879546809779367,29.0,8.0,37.0,6.0,1
76.0,102.0,46.0,7.0,100.0,21.879546809779367,100.0,22.0,34.857718120805366,4.102110138960371,1
78.0,341.0,94.0,34.0,100.0,21.879546809779367,41.0,2.0,1.0,3.0,1
65.0,435.0,97.0,32.0,100.0,21.879546809779367,18.0,0.0,70.0,9.0,0
66.0,203.0,64.0,21.0,83.0,4.0,26.0,2.0,14.0,3.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
89.0,404.0,170.0,7.0,100.0,21.879546809779367,38.0,2.4777188328912465,0.0,1.0,1
71.0,271.0,99.0,25.0,92.0,56.0,31.0,7.0,81.0,3.0,1
86.0,274.0,106.0,8.0,100.0,21.879546809779367,50.0,2.4777188328912465,0.0,1.0,0
85.0,293.0,120.0,22.0,100.0,21.879546809779367,41.0,2.4777188328912465,21.0,3.0,1
85.0,239.0,82.0,18.0,100.0,21.879546809779367,11.0,0.0,0.0,0.0,1
65.0,61.0,26.0,13.0,100.0,21.879546809779367,36.0,1.0,57.0,8.0,1
77.0,389.0,102.0,22.0,92.0,25.0,4.0,0.0,13.0,5.0,1
67.0,166.0,61.0,24.0,96.0,44.0,54.0,1.0,74.0,5.0,1
65.0,23.0,15.0,9.0,100.0,21.879546809779367,67.0,1.0,84.0,2.0,0
84.0,283.0,95.0,13.0,100.0,21.879546809779367,43.0,1.0,8.0,1.0,1
67.0,25.0,9.0,3.0,100.0,21.879546809779367,60.0,0.0,44.0,1.0,0
80.0,141.0,57.0,33.0,100.0,21.879546809779367,24.0,8.0,6.0,1.0,1
61.0,82.0,44.0,24.0,100.0,21.879546809779367,12.0,0.0,82.0,6.0,0
56.0,168.0,65.0,7.0,57.0,2.0,57.0,0.0,103.0,2.0,0
76.0,168.0,63.0,21.0,88.0,66.0,54.0,19.0,48.0,3.0,0
84.0,199.0,100.0,17.0,100.0,21.879546809779367,18.0,2.4777188328912465,37.0,2.0,1
73.0,397.0,113.0,40.0,98.0,39.0,37.0,10.0,26.0,8.0,1
83.0,305.0,108.0,18.0,100.0,21.879546809779367,17.0,9.0,24.0,4.0,1
80.0,257.0,70.0,20.0,100.0,21.879546809779367,20.0,2.0,1.0,4.0,1
83.0,146.0,82.0,26.0,100.0,21.879546809779367,19.0,20.0,21.0,4.0,1
69.0,153.0,84.0,22.0,100.0,21.879546809779367,14.0,1.0,71.0,6.0,1
74.0,89.0,49.0,23.0,96.0,42.0,43.0,5.0,13.0,3.0,1
86.0,272.0,150.0,17.0,94.0,81.0,11.0,6.0,7.0,4.0,0
77.0,183.0,76.0,31.0,100.0,21.879546809779367,9.0,3.0,34.0,4.0,1
89.0,151.0,87.0,14.0,100.0,21.879546809779367,50.0,2.4777188328912465,9.0,1.0,1
88.0,322.0,109.0,14.0,100.0,21.879546809779367,43.0,1.0,9.0,1.0,1
89.0,441.0,194.0,12.0,100.0,21.879546809779367,25.0,9.0,5.0,2.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
73.0,187.0,77.0,24.0,100.0,21.879546809779367,50.0,10.0,48.0,4.0,1
57.0,148.0,55.0,43.0,86.0,4.0,47.0,7.0,48.0,9.0,0
84.0,151.0,85.0,14.0,100.0,21.879546809779367,57.0,7.0,18.0,2.0,1
70.0,261.0,29.0,30.0,100.0,21.879546809779367,42.0,2.0,6.0,3.0,0
83.0,265.0,83.0,16.0,100.0,21.879546809779367,19.0,5.0,13.0,1.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
65.0,72.0,32.0,20.0,100.0,21.879546809779367,5.0,6.0,48.0,6.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
66.0,344.0,102.0,16.0,79.0,45.0,26.0,4.0,54.0,4.0,0
79.0,168.0,81.0,16.0,100.0,21.879546809779367,44.0,4.0,0.0,1.0,1
88.0,330.0,127.0,22.0,100.0,21.879546809779367,14.0,2.4777188328912465,4.0,2.0,1
82.0,186.0,91.0,31.0,97.0,21.0,19.0,11.0,4.0,1.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
83.0,204.0,98.0,14.0,100.0,21.879546809779367,21.0,6.0,27.0,2.0,1
72.0,296.0,128.0,18.0,95.0,9.0,37.0,1.0,18.0,3.0,1
86.0,292.0,114.0,20.0,100.0,21.879546809779367,24.0,6.0,6.0,3.0,1
70.0,434.0,201.0,5.0,100.0,21.879546809779367,40.0,7.0,60.0,2.0,1
68.0,114.0,52.0,20.0,85.0,32.0,5.0,2.0,22.0,9.0,1
91.0,294.0,117.0,18.0,100.0,21.879546809779367,22.0,2.4777188328912465,6.0,3.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
77.0,272.0,99.0,22.0,100.0,21.879546809779367,14.0,2.4777188328912465,30.0,10.0,1
64.0,224.0,89.0,36.0,87.0,7.0,38.0,0.0,76.0,4.0,1
77.0,218.0,72.0,25.0,96.0,74.0,52.0,2.0,32.0,3.0,1
86.0,158.0,74.0,13.0,100.0,21.879546809779367,8.0,0.0,8.0,3.0,1
82.0,213.0,115.0,27.0,100.0,21.879546809779367,22.0,19.0,38.0,3.0,1
84.0,209.0,84.0,19.0,100.0,21.879546809779367,30.0,2.0,0.0,2.0,1
66.0,22.0,13.0,2.0,100.0,21.879546809779367,100.0,3.0,34.857718120805366,4.102110138960371,0
86.0,422.0,140.0,25.0,96.0,40.0,15.0,2.4777188328912465,6.0,1.0,1
68.0,213.0,96.0,31.0,100.0,21.879546809779367,18.0,1.0,81.0,15.0,0
88.0,217.0,94.0,12.0,100.0,21.879546809779367,17.0,2.4777188328912465,6.0,3.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
57.0,311.0,121.0,30.0,87.0,11.0,26.0,10.0,70.0,12.0,1
66.0,220.0,119.0,6.0,57.0,1.0,0.0,7.0,17.0,3.0,0
88.0,386.0,123.0,27.0,100.0,21.879546809779367,7.0,15.0,14.0,4.0,1
90.0,230.0,92.0,13.0,100.0,21.879546809779367,54.0,2.4777188328912465,1.0,1.0,1
80.0,193.0,88.0,25.0,100.0,21.879546809779367,12.0,12.0,30.0,3.0,1
75.0,74.0,46.0,17.0,100.0,21.879546809779367,29.0,9.0,17.0,2.0,1
59.0,207.0,80.0,31.0,91.0,4.0,37.0,3.0,74.0,5.0,0
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
76.0,158.0,65.0,18.0,100.0,21.879546809779367,26.0,1.0,28.0,3.0,1
78.0,155.0,70.0,20.0,100.0,21.879546809779367,20.0,0.0,41.0,2.0,1
80.0,443.0,129.0,25.0,93.0,46.0,41.0,1.0,11.0,4.0,1
66.0,272.0,91.0,27.0,89.0,5.0,11.0,1.0,20.0,3.0,1
86.0,199.0,67.0,10.0,100.0,21.879546809779367,30.0,4.0,12.0,3.0,1
84.0,454.0,141.0,29.0,100.0,21.879546809779367,17.0,1.0,8.0,2.0,1
64.0,280.0,129.0,9.0,69.0,8.0,15.0,4.0,37.0,6.0,1
83.0,255.0,105.0,11.0,91.0,52.0,45.0,6.0,7.0,2.0,1
73.0,175.0,115.0,6.0,50.0,27.0,50.0,1.0,13.0,1.0,0
63.0,33.0,15.0,11.0,82.0,0.0,9.0,5.0,13.0,4.0,0
87.0,408.0,124.0,24.0,100.0,21.879546809779367,17.0,2.4777188328912465,0.0,1.0,1
72.0,25.0,22.0,5.0,100.0,21.879546809779367,67.0,10.0,34.857718120805366,4.102110138960371,0
91.0,355.0,200.0,8.0,100.0,21.879546809779367,13.0,2.4777188328912465,8.0,2.0,1
68.0,205.0,114.0,28.0,100.0,21.879546809779367,11.0,2.0,63.0,5.0,0
65.0,299.0,77.0,11.0,92.0,1.0,17.0,0.0,18.0,6.0,0
83.0,202.0,97.0,10.0,100.0,21.879546809779367,20.0,1.0,0.0,0.0,1
50.0,165.0,80.0,20.0,61.0,1.0,11.0,2.0,93.0,15.0,0
76.0,162.0,81.0,15.0,100.0,21.879546809779367,40.0,2.4777188328912465,54.0,3.0,1
85.0,181.0,99.0,15.0,100.0,21.879546809779367,33.0,6.0,8.0,2.0,1
71.0,107.0,42.0,23.0,92.0,40.0,67.0,2.0,34.0,6.0,1
83.0,221.0,76.0,33.0,100.0,21.879546809779367,21.0,4.0,7.0,3.0,1
82.0,191.0,98.0,9.0,90.0,35.0,60.0,3.0,0.0,0.0,1
60.0,186.0,71.0,19.0,70.0,11.0,48.0,18.0,53.0,4.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
70.0,327.0,82.0,37.0,100.0,21.879546809779367,16.0,0.0,31.0,7.0,1
87.0,292.0,155.0,13.0,100.0,21.879546809779367,31.0,2.4777188328912465,8.0,4.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
72.0,400.0,146.0,38.0,97.0,45.0,21.0,3.0,26.0,3.0,1
60.0,319.0,157.0,15.0,48.0,3.0,19.0,2.0,55.0,7.0,1
76.0,157.0,93.0,10.0,91.0,40.0,18.0,2.4777188328912465,0.0,0.0,1
77.0,414.0,109.0,15.0,94.0,30.0,19.0,4.0,9.0,2.0,1
88.0,335.0,123.0,12.0,100.0,21.879546809779367,58.0,2.4777188328912465,0.0,0.0,1
77.0,141.0,79.0,13.0,77.0,11.0,23.0,2.4777188328912465,4.0,2.0,1
88.0,232.0,110.0,28.0,100.0,21.879546809779367,32.0,2.4777188328912465,5.0,3.0,1
84.0,239.0,63.0,25.0,100.0,21.879546809779367,37.0,0.0,7.0,2.0,0
69.0,187.0,98.0,29.0,97.0,25.0,37.0,2.0,33.0,7.0,1
85.0,223.0,87.0,23.0,91.0,26.0,9.0,1.0,4.0,4.0,0
71.0,225.0,102.0,43.0,96.0,34.0,32.0,0.0,30.0,5.0,1
89.0,180.0,82.0,27.0,100.0,21.879546809779367,26.0,2.4777188328912465,0.0,1.0,1
73.0,300.0,143.0,12.0,77.0,0.0,23.0,0.0,7.0,3.0,0
91.0,390.0,194.0,25.0,100.0,21.879546809779367,24.0,2.4777188328912465,5.0,4.0,1
73.0,59.0,23.0,13.0,100.0,21.879546809779367,8.0,9.0,46.0,3.0,1
73.0,356.0,165.0,7.0,86.0,59.0,29.0,2.4777188328912465,27.0,2.0,1
90.0,203.0,99.0,14.0,100.0,21.879546809779367,47.0,11.0,8.0,2.0,1
92.0,399.0,150.0,30.0,100.0,21.879546809779367,3.0,2.4777188328912465,1.0,4.0,1
68.0,219.0,127.0,20.0,91.0,4.0,14.0,4.0,21.0,4.0,1
72.0,148.0,67.0,44.0,96.0,70.0,33.0,0.0,14.0,5.0,1
59.0,279.0,70.0,7.0,63.0,7.0,25.0,1.0,72.0,4.0,0
60.0,131.0,50.0,31.0,100.0,21.879546809779367,35.0,10.0,75.0,14.0,1
89.0,188.0,83.0,21.0,100.0,21.879546809779367,29.0,2.4777188328912465,0.0,0.0,1
76.0,408.0,94.0,32.0,100.0,21.879546809779367,16.0,8.0,35.0,5.0,1
81.0,244.0,68.0,26.0,96.0,40.0,12.0,0.0,2.0,1.0,1
89.0,225.0,81.0,11.0,100.0,21.879546809779367,73.0,1.0,6.0,1.0,1
77.0,191.0,91.0,16.0,94.0,9.0,35.0,12.0,9.0,2.0,1
68.0,235.0,117.0,16.0,89.0,0.0,53.0,0.0,27.0,1.0,0
73.0,203.0,90.0,34.0,100.0,21.879546809779367,12.0,5.0,1.0,5.0,0
75.0,138.0,68.0,28.0,100.0,21.879546809779367,54.0,2.0,0.0,1.0,1
86.0,431.0,135.0,21.0,100.0,21.879546809779367,38.0,2.4777188328912465,0.0,1.0,1
86.0,144.0,93.0,7.0,100.0,21.879546809779367,29.0,2.4777188328912465,12.0,2.0,1
86.0,268.0,87.0,25.0,96.0,36.0,20.0,0.0,0.0,1.0,1
90.0,152.0,107.0,3.0,100.0,21.879546809779367,67.0,13.0,0.0,0.0,1
77.0,289.0,86.0,51.0,100.0,21.879546809779367,10.0,4.0,36.0,2.0,1
82.0,189.0,82.0,16.0,100.0,21.879546809779367,44.0,3.0,12.0,2.0,1
67.0,220.0,61.0,30.0,97.0,32.0,53.0,1.0,50.0,6.0,1
68.0,299.0,73.0,19.0,95.0,34.0,37.0,2.0,60.0,5.0,0
79.0,261.0,121.0,14.0,93.0,61.0,7.0,0.0,11.0,2.0,1
74.0,376.0,175.0,10.0,91.0,28.0,36.0,2.4777188328912465,71.0,3.0,1
74.0,103.0,26.0,6.0,100.0,21.879546809779367,38.0,0.0,36.0,2.0,0
66.0,432.0,132.0,23.0,92.0,1.0,19.0,17.0,1.0,7.0,1
91.0,425.0,127.0,14.0,100.0,21.879546809779367,14.0,2.4777188328912465,3.0,4.0,1
62.0,170.0,78.0,53.0,100.0,21.879546809779367,24.0,0.0,39.0,3.0,0
77.0,168.0,105.0,17.0,80.0,17.0,50.0,1.0,6.0,2.0,1
68.0,82.0,25.0,5.0,100.0,21.879546809779367,0.0,1.0,88.0,3.0,0
83.0,200.0,98.0,21.0,100.0,21.879546809779367,36.0,4.0,20.0,1.0,1
70.0,126.0,49.0,49.0,100.0,21.879546809779367,29.0,1.0,46.0,6.0,1
81.0,137.0,56.0,22.0,92.0,36.0,21.0,7.0,3.0,3.0,1
61.0,205.0,77.0,34.0,86.0,3.0,31.0,5.0,26.0,5.0,1
72.0,294.0,75.0,20.0,95.0,46.0,62.0,7.0,57.0,6.0,0
68.0,212.0,89.0,33.0,97.0,13.0,42.0,3.0,43.0,5.0,1
78.0,191.0,81.0,29.0,100.0,21.879546809779367,45.0,3.0,52.0,2.0,0
67.0,162.0,95.0,16.0,94.0,3.0,19.0,15.0,67.0,2.0,0
88.0,166.0,92.0,10.0,100.0,21.879546809779367,40.0,0.0,0.0,0.0,1
80.0,223.0,96.0,25.0,100.0,21.879546809779367,36.0,0.0,18.0,5.0,1
69.0,71.0,38.0,11.0,100.0,21.879546809779367,55.0,0.0,39.0,2.0,0
84.0,138.0,52.0,18.0,100.0,21.879546809779367,44.0,0.0,9.0,5.0,0
69.0,122.0,52.0,13.0,92.0,74.0,92.0,0.0,52.0,1.0,0
68.0,169.0,74.0,9.0,73.0,33.0,45.0,0.0,10.0,1.0,0
86.0,152.0,71.0,19.0,100.0,21.879546809779367,50.0,0.0,2.0,1.0,1
65.0,388.0,51.0,11.0,100.0,21.879546809779367,42.0,0.0,80.0,6.0,0
65.0,64.0,49.0,6.0,67.0,6.0,100.0,0.0,34.857718120805366,4.102110138960371,0
56.0,165.0,93.0,34.0,94.0,2.0,39.0,0.0,85.0,16.0,0
77.0,318.0,172.0,16.0,100.0,21.879546809779367,29.0,0.0,48.0,9.0,1
55.0,89.0,45.0,13.0,87.0,2.0,13.0,0.0,37.0,3.0,0
65.0,142.0,69.0,15.0,93.0,5.0,27.0,0.0,25.0,4.0,0
77.0,85.0,56.0,14.0,100.0,21.879546809779367,27.0,0.0,21.0,5.0,1
64.0,98.0,50.0,31.0,97.0,14.0,56.0,0.0,46.0,4.0,1
67.0,258.0,101.0,59.0,95.0,27.0,33.0,0.0,36.0,7.0,0
74.0,270.0,105.0,10.0,80.0,21.879546809779367,90.0,0.0,34.857718120805366,0.0,1
75.0,196.0,59.0,32.0,100.0,21.879546809779367,50.0,0.0,11.0,4.0,0
68.0,207.0,69.0,20.0,90.0,8.0,33.0,0.0,75.0,5.0,0
61.0,132.0,69.0,3.0,80.0,12.0,100.0,0.0,34.857718120805366,4.102110138960371,0
86.0,70.0,39.0,10.0,100.0,21.879546809779367,10.0,0.0,0.0,1.0,0
86.0,323.0,148.0,25.0,96.0,65.0,28.0,0.0,2.0,6.0,1
79.0,161.0,83.0,17.0,100.0,21.879546809779367,42.0,0.0,13.0,5.0,1
82.0,115.0,57.0,19.0,95.0,72.0,24.0,0.0,9.0,2.0,1
58.0,118.0,48.0,23.0,73.0,15.0,77.0,0.0,2.0,1.0,0
57.0,123.0,56.0,11.0,64.0,4.0,71.0,0.0,61.0,1.0,0
73.0,153.0,75.0,17.0,100.0,21.879546809779367,33.0,0.0,87.0,2.0,0
76.0,201.0,87.0,18.0,100.0,21.879546809779367,22.0,0.0,75.0,2.0,1
60.0,188.0,136.0,12.0,65.0,4.0,47.0,0.0,51.0,4.0,0
69.0,243.0,79.0,14.0,100.0,21.879546809779367,44.0,0.0,85.0,5.0,0
80.0,304.0,117.0,30.0,100.0,21.879546809779367,25.0,0.0,49.0,8.0,0
70.0,137.0,89.0,8.0,100.0,21.879546809779367,22.0,0.0,100.0,3.0,1
60.0,107.0,51.0,24.0,100.0,21.879546809779367,42.0,0.0,64.0,8.0,0
75.0,273.0,74.0,21.0,92.0,11.0,62.0,0.0,3.0,3.0,0
88.0,210.0,103.0,25.0,100.0,21.879546809779367,31.0,0.0,27.0,1.0,1
60.0,142.0,82.0,12.0,59.0,5.0,47.0,0.0,2.0,1.0,0
60.0,132.0,69.0,21.0,81.0,10.0,44.0,0.0,54.0,1.0,1
64.0,57.0,39.0,10.0,75.0,20.0,42.0,0.0,68.0,2.0,0
71.0,76.0,34.0,9.0,89.0,37.0,11.0,0.0,53.0,4.0,0
73.0,209.0,84.0,22.0,87.0,29.0,43.0,0.0,6.0,2.0,1
79.0,200.0,86.0,26.0,100.0,21.879546809779367,67.0,0.0,57.0,4.0,1
61.0,274.0,103.0,27.0,79.0,2.0,17.0,0.0,33.0,11.0,1
76.0,136.0,57.0,20.0,100.0,21.879546809779367,33.0,0.0,44.0,5.0,0
64.0,144.0,63.0,18.0,85.0,72.0,50.0,0.0,60.0,2.0,0
59.0,32.0,23.0,3.0,100.0,21.879546809779367,67.0,0.0,90.0,1.0,0
80.0,318.0,74.0,22.0,100.0,21.879546809779367,77.0,0.0,7.0,2.0,0
68.0,87.0,44.0,20.0,85.0,18.0,20.0,0.0,24.0,8.0,0
72.0,139.0,51.0,11.0,91.0,21.879546809779367,91.0,0.0,34.857718120805366,4.102110138960371,0
82.0,496.0,201.0,6.0,100.0,21.879546809779367,17.0,0.0,30.0,3.0,1
76.0,138.0,48.0,20.0,100.0,21.879546809779367,35.0,0.0,40.0,2.0,0
75.0,175.0,70.0,13.0,93.0,51.0,53.0,0.0,57.0,1.0,0
65.0,53.0,27.0,16.0,100.0,21.879546809779367,44.0,0.0,73.0,5.0,0
69.0,300.0,95.0,27.0,90.0,5.0,39.0,0.0,41.0,3.0,0
69.0,402.0,139.0,15.0,93.0,4.0,53.0,0.0,46.0,5.0,1
81.0,93.0,50.0,9.0,100.0,21.879546809779367,11.0,0.0,23.0,2.0,1
68.0,335.0,148.0,18.0,100.0,21.879546809779367,22.0,0.0,89.0,9.0,0
77.0,277.0,71.0,10.0,90.0,21.879546809779367,40.0,0.0,0.0,0.0,0
55.0,108.0,42.0,18.0,83.0,1.0,50.0,0.0,83.0,7.0,0
72.0,152.0,62.0,9.0,100.0,21.879546809779367,40.0,0.0,28.0,1.0,0
57.0,285.0,106.0,17.0,68.0,3.0,37.0,0.0,63.0,6.0,0
73.0,445.0,125.0,12.0,83.0,21.0,42.0,0.0,55.0,4.0,1
87.0,483.0,201.0,12.0,100.0,21.879546809779367,17.0,0.0,1.0,1.0,1
70.0,156.0,76.0,16.0,100.0,21.879546809779367,69.0,0.0,96.0,1.0,0
64.0,184.0,130.0,5.0,83.0,2.0,0.0,0.0,10.0,1.0,0
64.0,187.0,85.0,16.0,78.0,4.0,17.0,0.0,52.0,6.0,0
64.0,155.0,61.0,12.0,93.0,42.0,50.0,0.0,92.0,5.0,1
78.0,313.0,80.0,24.0,100.0,21.879546809779367,42.0,0.0,25.0,5.0,1
79.0,132.0,57.0,18.0,90.0,40.0,35.0,0.0,14.0,2.0,0
67.0,121.0,40.0,14.0,100.0,21.879546809779367,87.0,0.0,103.0,1.0,0
86.0,369.0,80.0,20.0,100.0,21.879546809779367,35.0,0.0,12.0,1.0,1
69.0,51.0,27.0,4.0,100.0,21.879546809779367,75.0,0.0,97.0,1.0,0
63.0,189.0,68.0,22.0,91.0,34.0,43.0,0.0,74.0,7.0,1
84.0,138.0,74.0,24.0,96.0,30.0,57.0,0.0,5.0,3.0,0
59.0,208.0,88.0,28.0,96.0,22.0,25.0,0.0,82.0,7.0,0
82.0,168.0,94.0,10.0,100.0,21.879546809779367,45.0,0.0,34.857718120805366,1.0,1
66.0,161.0,77.0,9.0,90.0,79.0,40.0,0.0,73.0,4.0,0
54.0,90.0,37.0,13.0,86.0,7.0,57.0,0.0,66.0,4.0,0
